CID dproj vlos zclus
1 8.98710936129019 -2302.30937863357 0.0231
1 7.88554224046568 232.41425346496 0.0231
1 7.03982683590885 2346.62913232333 0.0231
1 6.60239994239693 -2.22697605317172 0.0231
1 5.9620704821242 137.515771283355 0.0231
1 5.0273658252852 2545.52739618806 0.0231
1 4.36604698508729 549.811085211612 0.0231
1 4.26651144641008 203.396169445802 0.0231
1 4.28215157591346 52.840867324797 0.0231
1 4.13707175561472 547.865411396736 0.0231
1 3.49899316824841 -296.554094027954 0.0231
1 3.31277302135995 -338.99263899912 0.0231
1 2.73968180024656 440.996932929333 0.0231
1 2.12501863700449 2500.5190380608 0.0231
1 1.93345977300277 564.714243377969 0.0231
1 1.88584237496743 543.651738285603 0.0231
1 2.00006132349701 221.724768409736 0.0231
1 1.96952992447045 532.314672035969 0.0231
1 1.9380956882924 945.51542754374 0.0231
1 1.78933971458518 335.066128589581 0.0231
1 9.19096736799514 1097.17835722803 0.0231
1 9.30878140294562 -166.557297155703 0.0231
1 5.60314314017012 879.514889883687 0.0231
1 5.3288637548384 -2207.7068498485 0.0231
1 4.27027116749256 197.134264412081 0.0231
1 3.24309910884795 -597.48888437103 0.0231
1 2.99844212574138 521.059652272505 0.0231
1 2.74487525650578 -1063.83818152673 0.0231
1 7.35514588542927 1180.44968022676 0.0231
1 7.51827385223495 32.7131061284331 0.0231
1 4.23150572856149 369.106629654971 0.0231
1 3.21107612801787 467.389529391067 0.0231
1 3.23746946134647 -391.643041266739 0.0231
1 6.40481641862485 -362.109236477373 0.0231
1 6.21666303552872 -304.28111488613 0.0231
1 6.04886101570127 1036.63977136155 0.0231
1 6.01605079534555 1172.8252174763 0.0231
1 4.68145477270812 -2.96832466034617 0.0231
1 4.46355427459857 -498.877798690255 0.0231
1 4.55214279777429 -676.455697077509 0.0231
1 4.2098827329518 647.381938657023 0.0231
1 8.57449840212742 156.720509510312 0.0231
1 7.72001603618574 78.0144874205848 0.0231
1 7.69133951861761 371.040582543251 0.0231
1 7.36994761255817 1640.00377018864 0.0231
1 6.92990903675231 -2279.77882748509 0.0231
1 6.23453324200945 1186.2691202815 0.0231
1 6.11141373853209 1795.54046611279 0.0231
1 6.09945274247062 1170.28177640504 0.0231
1 5.87238461849949 1125.20016248656 0.0231
1 5.69038639110904 2241.67409512267 0.0231
1 5.07703236249752 449.869674362233 0.0231
1 4.75501269604369 869.062753592025 0.0231
1 8.50363272351895 2415.07641341022 0.0231
1 6.15418947051659 -617.836412941061 0.0231
1 6.2201000479927 1507.63641591242 0.0231
1 6.37642058942572 1497.6296748314 0.0231
1 8.92039212936446 2276.03399143779 0.0231
1 9.21227890658591 3897.97581374255 0.0231
1 9.56856286160545 108.08745483335 0.0231
1 9.97494905725267 316.579297116607 0.0231
1 9.09810915754278 -611.732740416381 0.0231
1 9.13286802551609 -508.653051471019 0.0231
1 8.83246022772345 -363.990445195973 0.0231
1 8.80061707120869 -89.7852279542567 0.0231
1 8.35436385764447 -293.828978594468 0.0231
1 7.91437080162202 856.972617808621 0.0231
1 4.95502697403236 -511.808910956895 0.0231
1 3.98011766733939 -735.312329977519 0.0231
1 3.90841724112343 905.793207311114 0.0231
1 3.29025758544526 -842.928017515395 0.0231
